"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"TEEAEQHJ","journalArticle","1995","Faraguna, Michele","Note di storia milesia arcaica","Studi micenei ed egeo-anatolici","","","","","","1995","2021-12-30 10:05:04","2022-12-15 17:35:25","","37-89","","","36","","SMEA","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: faraguna_NoteDiStoria_1995","","","","10 politische Geschichte; 10-02 Geschichte: archaische Zeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8I5BYXNW","journalArticle","1995","von Graeve, Volkmar","1993 Yılı Milet Çalışmaları","Kazı Sonuçları Toplantısı","","","","","","1995","2021-12-30 10:02:57","2022-12-15 17:35:21","","405-417","","1","16","","KST","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: vongraeve_1993YiliMilet_1995","","","","01 Grabungs und Arbeitsberichte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8X8UFM5V","journalArticle","1995","Gresik, Gerhard; Olbrich, Hartmut; Zurkuhlen, Roland","Milet 1992–1993. Zwischenbericht über die Sicherungs- und Sanierungsarbeiten am Theater und am Theaterkastell während der Kampagne 1992 und 1993","Archäologischer Anzeiger","","","","","","1995","2021-12-30 09:51:07","2022-12-15 17:35:25","","253-264","","","1995","","AA","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: gresik_Milet19921993_1995","","","","01 Grabungs und Arbeitsberichte; 07 Architektur; 15 Ruinen und Geländepflege, Restaurierung; 07-03 Architektur: Theater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3XL73Z66","journalArticle","1995","Günther, Wolfgang","Zwei neue Temenitenverzeichnisse aus Milet","Chiron. Mitteilungen der Kommission für Alte Geschichte und Epigraphik des Deutschen Archäologischen Instituts","","","","","","1995","2021-12-30 09:48:30","2022-12-15 17:35:25","","43-52","","","25","","Chiron","","","","","","","","","","","","","","","Citation Key: gunther_ZweiNeueTemenitenverzeichnisse_1995","","","","03 Funde aus Milet; 03-08 Funde: Inschriften","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QSGRGUE4","journalArticle","1994","Herrmann, Peter","Eine Liste mit Zeus-Epitheta aus Milet","Hyperboreus. Studia Classica","","","","http://www.bibliotheca-classica.org/sites/default/files/hermann.pdf","","1994","2021-12-30 09:43:42","2022-12-15 17:35:29","","118-127","","2","1","","","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: herrmann_ListeMitZeusEpitheta_1994","","","","08 Kulte und Kulteinrichtungen; 08-01 Kulte: Varia; Zeus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KB53YGRF","journalArticle","1995","Herrmann, Peter","Milet 1992 – 1993. Inschriften","Archäologischer Anzeiger","","","","","","1995","2021-10-26 13:49:34","2022-12-15 17:42:26","","282-292","","","1995","","AA","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: herrmann_Milet19921993_1995","","","","01 Grabungs und Arbeitsberichte; 03 Funde aus Milet; 03-08 Funde: Inschriften","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2UU8WMKK","journalArticle","1995","Herrmann, Peter","Eine ""pierre errante"". Ephebenkatalog aus Iasos in Milet","Türk Arkeoloji Dergisi","","","","","","1995","2021-12-30 09:40:14","2022-12-15 17:35:24","","93-99","","","3","","TAD","","","","","","","","","","","","","","","Citation Key: herrmann_PierreErranteEphebenkatalog_1995","","","","03 Funde aus Milet; 03-08 Funde: Inschriften","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UYX3SKX6","journalArticle","1995","Kerschner, Michael","Milet 1992–1993. Die Ostterrasse des Kalabaktepe","Archäologischer Anzeiger","","","","","","1995","2021-10-26 13:49:34","2022-12-15 17:35:24","","214-220","","","1995","","AA","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: kerschner_Milet19921993_1995","","","","02 Allgemeine Darstellungen / Topographie; 01 Grabungs und Arbeitsberichte; 07 Architektur; 08 Kulte und Kulteinrichtungen; 03 Funde aus Milet; 03-05 Funde: Keramik; 07-09 Architektur: Wohngebäude; 14 Forschungsgeschichte; 08-07 Kulte: Artemis Kithone; 02-05 Topographie: klassische Zeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U8FZZUPE","journalArticle","1995","Lohmann, Hans","Survey in der Chora von Milet. Vorbericht über die Kampagnen der Jahre 1990, 1992 und 1993","Archäologischer Anzeiger","","","","","","1995","2021-10-26 13:49:34","2022-12-15 17:35:24","","293-328","","","1995","","AA","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: lohmann_SurveyChoraMilet_1995","","","","01 Grabungs und Arbeitsberichte; 13 Umlandforschung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CYGYQQWS","book","1995","Müller-Wiener, Elfriede","Wolfgang Müller-Wiener. Sein Lebensweg aufgezeichnet für die Familie, seine Freunde und Mitarbeiter von Elfriede Müller-Wiener","","","","","","","1995","2021-12-30 09:35:29","2022-12-15 17:35:24","","","","","","","","","","","","","","Darmstadt","","","","","","","","Citation Key: muller-wiener_WolfgangMullerWienerSein_1995","","","","14 Forschungsgeschichte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PY9HTSX5","journalArticle","1995","Niemeier, Wolf-Dietrich","New Excavations in Bronze Age Miletus 1994","Bulletin of the Institute of Archaeology, University of London","","","","","","1995","2021-12-30 09:27:40","2022-12-15 17:35:23","","260-261","","","40","","BALond","","","","","","","","","","","","","","","Citation Key: niemeier_NewExcavationsBronze_1995","","","","Bronzezeit; 01 Grabungs und Arbeitsberichte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U4QJULB5","journalArticle","1995","Pimouguet-Pedarros, Isabelle","Défense et territoire. L'exemple milésien","Dialogues d’histoire ancienne","","","","","","1995","2021-12-30 09:24:36","2022-12-15 17:35:23","","89-109","","1","21","","DialHistAnc","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: pimouguet-pedarros_DefenseTerritoireExemple_1995","","","","10 politische Geschichte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XF8PD9XU","journalArticle","1995","Roueché, Charlotte","Aurarii in the Auditoria","Zeitschrift für Papyrologie und Epigraphik","","","","","","1995","2021-12-30 09:22:09","2022-12-15 17:35:23","","37-50","","","105","","ZPE","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: roueche_AurariiAuditoria_1995","","","","03 Funde aus Milet; 03-08 Funde: Inschriften","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARXBQGHI","journalArticle","1995","Seifert, Martina; Yalçın, Ünsal","Milet'te Arkeometrik Araştırmalar","Arkeometri Sonuçları Toplantısı","","","","","","1995","2021-12-01 17:18:24","2022-12-15 17:35:23","","15-38","","","10","","","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: seifert_MiletTeArkeometrik_1995","","","","Archaisch; Streifenware; 03 Funde aus Milet; 03-05 Funde: Keramik; 04 Archäometrie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YC294FBF","journalArticle","1995","Senff, Reinhard","Milet 1992–1993. Stand des Einsatzes von CAD in der Grabungsdokumentation","Archäologischer Anzeiger","","","","","","1995","2021-12-30 09:14:06","2022-12-15 17:35:22","","204-208","","","1995","","AA","","","","","","","","","","","","","","","Citation Key: senff_Milet19921993_1995a","","","","01 Grabungs und Arbeitsberichte; 14 Forschungsgeschichte; 16 Methodik, Vermessungsarbeiten","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R23ILN9L","journalArticle","1995","Senff, Reinhard","Milet 1992–1993. Die Grabung am Kalabaktepe","Archäologischer Anzeiger","","","","","","1995","2021-12-30 09:13:04","2022-12-15 17:35:22","","208-213","","","1995","","AA","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: senff_Milet19921993_1995b","","","","Kalabaktepe; 02 Allgemeine Darstellungen / Topographie; 01 Grabungs und Arbeitsberichte; 02-04 Topographie: archaische Zeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THXTGJGB","journalArticle","1995","Senff, Reinhard; Heinz, Margareta","Milet 1992-1993. Die Grabung auf dem Zeytintepe","Archäologischer Anzeiger","","","","","","1995","2021-10-26 13:49:34","2022-12-15 17:35:21","","220-224","","","1995","","AA","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: senff_Milet19921993Grabung_1995","","","","Heiligtum; Archaisch; Zeytintepe; Aphrodite; 01 Grabungs und Arbeitsberichte; 08 Kulte und Kulteinrichtungen; 08-06 Kulte: Aphrodite von Oikous","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VPGN5GNV","journalArticle","1995","Senff, Reinhard","Milet 1992–1993. Sondierungen am Südhang des Mengerevtepe (“Assesos“)","Archäologischer Anzeiger","","","","","","1995","2021-12-30 09:10:37","2022-12-15 17:35:22","","224-228","","","1995","","AA","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: senff_Milet19921993_1995","","","","01 Grabungs und Arbeitsberichte; 08 Kulte und Kulteinrichtungen; 08-11 Kulte: Athena Assesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TK6FH8FC","book","1995","Sinanoglu, Ahmet","Didyma, Miletos, Priene","","","","","","","1995","2021-12-30 09:05:23","2022-12-15 17:35:21","","","","","","","","","","","","","","Istanbul","","","","","","","","Citation Key: sinanoglu_DidymaMiletosPriene_1995","","","","02 Allgemeine Darstellungen / Topographie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UWG4NYRF","journalArticle","1995","Stümpel, Harald; Demirel, Filiz; Lorra, Susanne; Wende, Stefan","Milet 1992–1993. Geophysikalische Messungen im Umfeld von Milet 1993","Archäologischer Anzeiger","","","","","","1995","2021-10-26 13:43:56","2022-12-15 17:35:21","","245-253","","","1995","","AA","","","","","","","","","","","","","","","Citation Key: stumpel_Milet19921993_1995","","","","11 Geographie und Geophysik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7HUL793X","book","1999","Nawotka, Krzysztof","Boule and Demos in Miletus and Its Pontic Colonies from Classical Age Until Third Century A.D.","","978-83-04-04493-7","","","","This work covers the period between the early fifth century BC and the mid-third century AD, although the author occasionally goes beyond these dates. This chronological framework reflect the nature of evidence, none of which precedes the second quarter of the fifth century BC. Profound changes in the whole Roman Empire after Severus Alexander (in the period of the Crisis of the Empire) caused epigraphical sources to disappear almost completely. The Empire which emerged from this Crisis under Diocletian was a state of a different character than that of the Principate. The bulk of this work is based on documents created by the councils and assemblies of Miletus and its Pontic colonies or in connection with their legislative activity. Evidence is almost exclusively epigraphic. This, of course, brings to mind some of the most hotly debated issues of Greek epigraphy, such as the function of inscriptions in a largely illiterate society, or the relation   between legal acts once produced by the boule and demos and inscriptions in stone. Both are difficult to approach because of the paucity of evidence resulting largely from dissimilar interests and needs of people in antiquity and modern scholars. The first of these questions has not been resolved even in the case of Athens whose history, especially in classical age, is illuminated far better by very diverse sources than any other city or state in antiquity.","1999","2021-12-30 13:55:58","2022-12-15 17:35:00","","","","","","","","","","","","","Zakład Narodowy im. Osslińskich Wydawnictwo","Breslau","eng pol","","","","","","","Citation Key: nawotka_BouleDemosMiletus_1999","","","","10 politische Geschichte; 10-03 Geschichte: klassische Zeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U5W5LMEJ","bookSection","1999","Niemeier, Barbara; Niemeier, Wolf-Dietrich; Betancourt, Philip P.; Karageorghis, Vassos; Laffineur, Robert","The Minoans of Miletos","Meletemata. Studies in Aegean Archeology Presented to Malcolm H. Wiener as he enters his 65th year","","","","","","1999","2021-12-30 13:50:42","2022-12-19 15:39:02","","543-554","","","","","","","Aegaeum. Annales d’archéologie égéenne de l’Université de Liège","20","","","","","","","","","","","","Citation Key: niemeier_MinoansMiletos_1999","","","","02 Allgemeine Darstellungen / Topographie; 02-02 Topographie: Bronzezeit","","Niemeier, Wolf-Dietrich","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K9RFKSSA","journalArticle","1998","Niemeier, Wolf-Dietrich","Milet in der Bronzezeit. Brücke zwischen der Ägäis und Anatolien","Nürnberger Blätter zur Archäologie. Publikationsreihe des Bildungszentrums der Stadt Nürnberg, Fachbereich Archäologie","","","","","","1998","2021-12-30 13:44:28","2022-12-15 17:35:08","","85-100","","","15","","NüBla","","","","","","","","","","","","","","","Citation Key: niemeier_MiletBronzezeitBrucke_1998","","","","02 Allgemeine Darstellungen / Topographie; 02-02 Topographie: Bronzezeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A799Z6IV","journalArticle","1999","Niemeier, Wolf-Dietrich","""Die Zierde Ioniens"". Ein archaischer Brunnen, der jüngere Athenatempel und Milet vor der Perserzerstörung","Archäologischer Anzeiger","","","","","","1999","2021-10-26 13:50:40","2022-12-15 17:34:59","","373-413","","","1999","","AA","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: niemeier_ZierdeIoniensArchaischer_1999","","","","02 Allgemeine Darstellungen / Topographie; 07 Architektur; 08 Kulte und Kulteinrichtungen; 02-04 Topographie: archaische Zeit; 08-04 Kulte: Athena; 07-10 Architektur: Wasserversorgung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
